,1-5_a,10-12_a,11-12_a,4-9_a,6-11_a,6-9-2_a,6-9_a,8-10_a,9-11_a,9-10_a,5-6_a,1-5_b,10-12_b,11-12_b,4-9_b,6-11_b,6-9-2_b,6-9_b,8-10_b,9-11_b,9-10_b,5-6_b,sea_a,sea_b
187,0,0,0,0,0,0,0,0,0,0,0,6700800,163120000,33250000,25540000,76945000,32623000,29119000,14724600,92807000,3275300,35993900,0,183230000
188,0,82060000,94140000,0,45482000,13253000,649000,0,52435000,0,6844800,3403600,0,0,5300000,0,0,0,5143500,0,20034400,0,230540000,0
189,5441300,330690000,206700000,23729000,174788500,60878000,37584500,9642400,201964000,0,54988800,0,0,0,0,0,0,0,0,0,30151900,0,617058000,0
190,11319900,518230000,208130000,45761600,271170500,81528000,65650300,17427800,281857000,0,90970800,0,0,0,0,0,0,0,0,0,40594100,0,808925500,0
191,14823200,508460000,244660000,60160100,306649000,93590000,79646600,22484780,302611000,0,107129890,0,0,0,0,0,0,0,0,0,43571800,0,814565500,0
192,15623600,443900000,210910000,64291600,290839000,87564000,78427600,24843520,265110000,0,101420710,0,0,0,0,0,0,0,0,0,31679500,0,691061000,0
193,13111500,299660000,141250000,48651700,204419000,57266400,58056000,23608100,192150000,0,68541800,0,0,0,0,0,0,0,0,0,23052000,0,441520000,0
194,3861000,12810000,0,3291100,1580000,0,2403000,16084400,42280000,0,2196600,0,0,7020000,0,0,15239600,0,0,0,14169700,0,0,28740000
195,0,0,0,0,0,0,0,0,0,12368100,0,9030000,330490000,174070000,41262200,196348000,78973800,53532000,6629800,176310000,0,63469400,0,570850000
196,0,0,0,0,0,0,0,0,0,23020390,0,10698700,550530000,201660000,48944120,287439000,91795000,67343200,20612500,280880000,0,89763200,0,825229000
197,0,0,0,0,0,0,0,0,0,15122410,0,10403500,502270000,191560000,47706880,269195000,82455000,65164954,22574200,257910000,0,87491100,0,752918000
198,0,0,0,0,0,0,0,0,0,8799800,0,9356200,397950000,122030000,40330900,198956000,64881000,52690146,21206200,202004000,0,69581800,0,554631000
199,0,0,0,0,0,0,0,0,0,0,0,7644000,246250000,63490000,30403000,118479020,43222000,36603600,17633500,130962000,191339,46455500,0,314042000
200,0,0,24140000,0,0,0,0,0,0,0,0,4720000,46730000,0,14858000,17314850,8945000,13406100,11344700,25964000,11053161,13176100,9420000,0
201,3157000,222290000,150300000,14418000,120367870,43999000,24265100,3379000,134492000,0,36097010,0,0,0,0,0,0,0,0,0,22805760,0,440644000,0
202,9472500,482490000,197390000,41243600,249233000,78685000,60056600,15145300,262878000,0,82239090,0,0,0,0,0,0,0,0,0,36292540,0,755596000,0
203,13931300,498290000,225260000,58134200,296682000,90408000,77187900,21399137,289760000,0,103040700,0,0,0,0,0,0,0,0,0,41383800,0,779789000,0
204,14830100,407580000,200640000,60094900,271278000,82465000,73271400,23522063,247660000,0,93768000,0,0,0,0,0,0,0,0,0,29515900,0,639881000,0
205,11860500,257620000,125650000,41634900,174991000,49246400,49830000,21766300,169730000,0,58288000,0,0,0,0,0,0,0,0,0,19386100,0,380940000,0
206,2071000,13130000,0,0,0,0,0,13511100,18720000,0,0,0,0,62360000,4177100,23700000,21173400,6172000,0,0,9533300,5435300,0,89410000
207,0,0,0,0,0,0,0,0,0,16877100,0,9480000,362920000,205110000,42075800,214954000,80243000,55620000,10236600,203610000,0,67342900,0,640690000
208,0,0,0,0,0,0,0,0,0,23803600,0,10960100,581570000,230810000,51123970,308273000,96169000,71210800,21780200,299330000,0,95326600,0,893844000
209,0,0,0,0,0,0,0,0,0,18676000,0,10849200,553670000,208990000,50113030,288376000,88730000,69377600,23652420,281140000,0,93291600,0,835007000
210,0,0,0,0,0,0,0,0,0,11579600,0,9958300,458220000,148120000,44067700,223341100,74899000,58381400,22713780,232627000,0,77715080,0,655699000
211,0,0,0,0,0,0,0,0,0,5234000,0,8508200,320540000,106480000,35533000,151548900,56041000,44502200,19487700,173476000,0,57464720,0,449620000
212,0,0,0,0,0,0,0,0,0,0,0,6871800,129690000,19270000,24964000,61972000,28860000,27347000,14874900,79325000,5710600,32349000,0,123670000
213,0,154110000,127930000,0,76605200,23848000,6729000,0,90735000,0,16283500,3160600,0,0,1741000,0,0,0,3262900,0,25775900,0,354010000,0
214,6776000,426920000,233260000,30020000,220994800,71789000,47538900,11909300,246512000,0,68994900,0,0,0,0,0,0,0,0,0,37555490,0,752538000,0
215,13300800,574950000,241830000,52991500,309381000,92060000,75792100,19980200,319481000,0,104317900,0,0,0,0,0,0,0,0,0,47048810,0,908434000,0
216,16879800,553260000,271550000,68882400,345149000,104462000,89570300,25475501,330060000,0,119936800,0,0,0,0,0,0,0,0,0,46096100,0,885638000,0
217,17003600,462400000,234710000,70897700,316355000,93662000,85485700,27528699,281850000,0,108921900,0,0,0,0,0,0,0,0,0,32842300,0,729400000,0
218,13215000,250690000,153400000,47982400,189590000,51546000,56526000,25413100,188510000,0,65409200,0,0,0,0,0,0,0,0,0,26045400,0,393950000,0
219,533000,0,0,0,0,0,0,14742900,0,0,0,0,100850000,32780000,11595700,59200000,38681000,15784000,0,3390000,12209900,17455500,0,184330000
220,0,0,0,0,0,0,0,0,0,19359100,0,11315000,489000000,183740000,50288100,260068000,95423000,66588000,13166900,242710000,0,83450800,0,751510000
221,0,0,0,0,0,0,0,0,0,22250000,0,11459200,614940000,216050000,54258070,321428000,98713000,74804800,23472700,305980000,0,99978510,0,909430000
222,0,0,0,0,0,0,0,0,0,15236500,0,10870400,520840000,186150000,49743730,274699000,84459000,67570900,24185840,264860000,0,90409990,0,763569000
223,0,0,0,0,0,0,0,0,0,7399000,0,9559800,395160000,125140000,40659400,194610000,65491000,52532900,21995360,203482000,0,68896900,0,556463000
224,0,0,0,0,0,0,0,0,0,0,0,7836300,241370000,78040000,31466000,122183800,46028000,38092400,18302200,137163000,194190,48215300,0,316418000
225,0,21870000,53070000,0,14056500,207000,0,0,7007000,0,0,4765900,0,0,12587000,0,0,8436000,10789000,0,17324580,5835400,123120000,0
226,4775200,315010000,186020000,21926000,165913300,58668000,35168200,6873000,184626000,0,51282300,0,0,0,0,0,0,0,0,0,28656980,0,581222000,0
227,11252400,515710000,229580000,47676400,280843000,85331000,68596630,17304800,289472000,0,93639600,0,0,0,0,0,0,0,0,0,41377850,0,825846000,0
228,15217700,498970000,248860000,63315800,313300000,96252000,82204770,23240600,299960000,0,109555200,0,0,0,0,0,0,0,0,0,41253800,0,802712000,0
229,15391300,423820000,198970000,62718300,282316000,83925000,76048400,24838900,252430000,0,96140600,0,0,0,0,0,0,0,0,0,29012200,0,649380000,0
230,11307000,219970000,100730000,38071300,150050000,39646000,44787000,22163300,148760000,0,51417300,0,0,0,0,0,0,0,0,0,15903600,0,307620000,0
231,0,0,0,0,0,0,0,9633800,0,0,0,1579000,123980000,89320000,19098200,89290000,45409000,24786000,0,46630000,78200,26346900,0,270380000
232,0,0,0,0,0,0,0,0,0,24608130,0,11210000,493950000,231990000,49474900,274343000,94474000,66892000,16330900,266990000,0,85804300,0,810420000
233,0,0,0,0,0,0,0,0,0,21944570,0,11515100,604380000,243120000,54387500,325596000,99126000,75738200,23712800,309650000,0,101688470,0,931131800
234,0,0,0,0,0,0,0,0,0,17430000,0,10909000,543990000,189570000,49751600,275995000,86645000,68059600,24232450,273290000,0,91077330,0,801216200
235,0,0,0,0,0,0,0,0,0,11573900,0,9762900,457660000,154830000,42738600,216061000,73667000,56401500,22468750,233172000,0,74534300,0,669112000
236,0,0,0,0,0,0,0,0,0,6265900,0,8413600,316740000,105970000,35721000,152242800,57336000,45350700,19569100,175999000,0,58790700,0,432940000
237,0,0,34840000,0,0,0,0,0,0,0,0,6797800,37880000,0,21593000,15663800,14220000,19963000,13707800,29215000,14338800,19814100,41000000,0
238,0,246530000,165030000,6693000,118021800,40237000,17991000,1473400,144483000,0,32211900,1272100,0,0,0,0,0,0,0,0,30947400,0,497950000,0
239,8608800,506020000,242670000,36665000,259047800,78860000,56963500,14309600,279973000,0,81271400,0,0,0,0,0,0,0,0,0,43098180,0,851194000,0
240,14963800,607080000,270320000,59299500,338149000,101097000,83970260,22147500,346630000,0,114449600,0,0,0,0,0,0,0,0,0,51877020,0,969693000,0
241,18319900,576110000,278150000,75449000,365894000,110797000,95809340,27811330,342850000,0,127319500,0,0,0,0,0,0,0,0,0,46776900,0,914343000,0
242,17582000,475270000,222840000,73546000,324119000,94752000,88152900,29220770,285780000,0,110469400,0,0,0,0,0,0,0,0,0,33854900,0,719090000,0
243,11745000,194870000,103750000,39542500,140020000,34214000,45415000,25380200,153680000,0,50487500,0,0,0,0,0,0,0,0,0,21361300,0,275480000,0
244,0,0,0,0,0,0,0,9217300,0,0,0,4207000,212810000,111770000,30551700,136620000,66235000,39035000,0,81430000,614300,43841600,0,392840000
245,0,0,0,0,0,0,0,0,0,26165140,0,12374000,591630000,207960000,55427400,308710000,104501000,74765000,19064500,295280000,0,97376000,0,885640000
246,0,0,0,0,0,0,0,0,0,20193560,0,11771000,613240000,238780000,56306300,331743000,99776000,77605400,25079900,311500000,0,103786012,0,930081000
247,0,0,0,0,0,0,0,0,0,14661500,0,10937700,513840000,175940000,49283600,265249000,83145000,66485100,24711730.1,260900000,0,88575588,0,744151000
248,0,0,0,0,0,0,0,0,0,7592800,0,9503800,397500000,136380000,40507000,195566000,67007000,52501900,22146869.9,208890000,0,68586300,0,567398000
249,0,0,0,0,0,0,0,0,0,0,0,7856900,186560000,43770000,30461000,93910000,39288000,34892600,18090300,110432000,4699650,43546300,0,211170000
250,0,104660000,108560000,0,60100000,18497000,3145000,0,61869000,0,11370100,3195000,0,0,4412000,0,0,0,7240800,0,23423400,0,276690000,0
251,6853700,408780000,212890000,30261000,211789000,71357000,46868400,10704400,231993000,0,66685900,0,0,0,0,0,0,0,0,0,33975950,0,711075000,0
252,13090800,558170000,249380000,54755600,312747000,93543000,77530700,19775600,316410000,0,105093700,0,0,0,0,0,0,0,0,0,46306900,0,889335000,0
253,16624900,520790000,252480000,69250370,332042000,101964000,87693800,25429220,310010000,0,116039300,0,0,0,0,0,0,0,0,0,40558800,0,825750000,0
254,15749000,408660000,198510000,63759330,281730000,82191000,76760100,26252480,248970000,0,95185900,0,0,0,0,0,0,0,0,0,28006400,0,623080000,0
255,9488000,152260000,61710000,28304700,99770000,21011000,32355000,21671200,116530000,0,35796100,0,0,0,0,0,0,0,0,0,15753190,0,188260000,0
256,0,0,0,0,0,0,0,3258500,0,5713090,0,5769000,240060000,147850000,34567500,155820000,69370000,44112000,0,115990000,0,49167100,0,460240000
257,0,0,0,0,0,0,0,0,0,27864700,0,12029000,595910000,246690000,54402976,319472000,103606000,74841200,20396500,310060000,0,98427100,0,934515000
258,0,0,0,0,0,0,0,0,0,21446300,0,11873000,634940000,233760000,56317924,334439000,100620000,78340610,25215800,316900000,0,105233300,0,952164000
259,0,0,0,0,0,0,0,0,0,15995900,0,10997000,537740000,183920000,49625600,267564000,86191000,67207590,24872800,270610000,0,89681800,0,789147000
260,0,0,0,0,0,0,0,0,0,12938400,0,9692400,462240000,166640000,42559000,218547000,74880000,56537600,22632000,240053000,0,74461800,0,681584000
261,0,0,0,0,0,0,0,0,0,1799400,0,8332100,252880000,72150000,34347000,120184000,49790000,41785000,19283700,147188000,0,53190300,0,319530000
262,0,30890000,76920000,0,17479300,0,0,0,14349000,0,0,6388500,0,0,16840000,0,1060000,12060000,11640500,0,21189700,6546300,167700000,0
263,922100,331450000,201650000,14571000,160092700,53686000,28560000,5383900,191002000,0,45680800,0,0,0,0,0,0,0,0,0,35322470,0,633470000,0
264,10705600,595360000,254220000,44830000,304068000,88562000,68430000,17156100,320470000,0,96073200,0,0,0,0,0,0,0,0,0,49807830,0,957864000,0
265,16949500,598210000,330210000,67433300,368346000,111250000,93332800,24917900,370060000,0,126159650,0,0,0,0,0,0,0,0,0,55643000,0,1017467000,0
266,19449800,568460000,295790000,81346450,381940000,114265000,100520200,29947900,348480000,0,131958950,0,0,0,0,0,0,0,0,0,46532700,0,916079000,0
267,17491000,418490000,231100000,72152250,306100000,89142000,85965000,30316900,272580000,0,105093700,0,0,0,0,0,0,0,0,0,31566800,0,657560000,0
268,8563000,79990000,63720000,23155000,63650000,8341000,25286000,24026900,105870000,0,26180000,0,0,0,0,0,0,0,0,0,19377700,0,105430000,0
269,0,0,0,0,0,0,0,449700,0,7592600,0,8737000,347800000,176190000,46882700,213480000,89457000,59899000,0,163000000,0,69390700,0,605050000
270,0,0,0,0,0,0,0,0,0,27462100,0,12719000,672510000,234920000,59451980,349220000,111005000,81639900,23059400,333330000,0,107994300,0,999588000
271,0,0,0,0,0,0,0,0,0,18953800,0,12077000,616220000,229830000,57719420,332733000,99748000,79104840,26483500,311340000,0,105991100,0,917962600
272,0,0,0,0,0,0,0,0,0,12305700,0,10854000,492670000,163430000,47721900,246598000,79840000,63437260,24873900,250010000,0,84014800,0,711223400
273,0,0,0,0,0,0,0,0,0,7222300,0,9326900,380140000,137190000,39898000,190837000,66699000,51738000,22067600,206080000,0,67347600,0,537366000
274,0,0,180000,0,0,0,0,0,0,0,0,7529200,104900000,0,26648000,50278000,26032000,27409000,16953900,67990000,11066200,32054200,0,70720000
275,0,193230000,145150000,4973000,102673000,35671000,15072000,0,113450000,0,27965700,793600,0,0,0,0,0,0,2505700,0,27361700,0,414838000,0
276,8760700,472710000,244320000,38021000,253851000,80352000,57741600,13673800,270010000,0,80584000,0,0,0,0,0,0,0,0,0,39091300,0,810792400,0
277,14627000,559440000,277240000,60881200,332355000,100320000,84132500,21993100,330290000,0,113356900,0,0,0,0,0,0,0,0,0,48119600,0,914872600,0
278,17237000,517900000,243070000,72010921,335557000,101964000,89122900,26638400,306290000,0,116693400,0,0,0,0,0,0,0,0,0,38520500,0,805997000,0
279,15269000,372870000,175400000,60123579,257610000,73821000,71991000,26456600,229950000,0,87215900,0,0,0,0,0,0,0,0,0,25647100,0,554400000,0
280,6332000,60180000,13430000,12953800,34840000,0,13771000,19604600,68630000,0,14668300,0,0,0,0,0,3087000,0,0,0,12572230,0,33520000,0
281,0,0,0,0,0,0,0,0,0,14267430,0,9173000,358250000,199330000,45506800,217770000,86885000,58958000,4722000,188440000,0,69167600,0,639990000
282,0,0,0,0,0,0,0,0,0,27270500,0,12258000,647610000,255470000,57258700,344983000,107506000,79569000,22962200,330470000,0,105871840,0,997734000
283,0,0,0,0,0,0,0,0,0,20809600,0,11867000,623360000,223260000,55805200,324656000,98285000,77238100,25761140,310580000,0,103721060,0,926365000
284,0,0,0,0,0,0,0,0,0,14545200,0,10807600,522650000,183060000,48246800,255575000,84151000,64857000,24743060,264840000,0,86234800,0,774771000
285,0,0,0,0,0,0,0,0,0,12086900,0,9456100,431900000,157390000,41438000,206027000,72159000,54797900,22272000,230090000,0,71937300,0,627660000
286,0,0,0,0,0,0,0,0,0,0,0,8011100,186460000,30780000,31227000,84511000,39138000,35717000,18130200,110793000,3433920,43657200,0,197200000
287,0,103050000,112980000,0,50076000,12148000,0,0,58863000,0,6139400,5619300,0,0,10792000,0,0,3325000,8399100,0,26618880,0,289880000,0
288,3725200,420300000,233150000,23216000,206598000,66470000,40217000,9175200,236900000,0,60432880,0,0,0,0,0,0,0,0,0,40077000,0,762219000,0
289,12856000,637310000,272770000,52618000,336307000,97329000,78553100,19881800,350170000,0,108840820,0,0,0,0,0,0,0,0,0,54208700,0,1018956000,0
290,18442900,618040000,328190000,74252800,387391000,117268000,99391000,27195100,378690000,0,133450400,0,0,0,0,0,0,0,0,0,56069000,0,1024205000,0
291,19696000,543040000,295510000,83413700,380340000,112788000,101292900,31074000,338950000,0,130702700,0,0,0,0,0,0,0,0,0,43714800,0,882270000,0
292,16337000,347330000,198880000,64780800,259010000,75136000,76367000,30053000,242390000,0,90961800,0,0,0,0,0,0,0,0,0,29680900,0,538990000,0
293,3865000,4350000,0,518700,0,0,0,20696100,43650000,0,0,0,0,41260000,0,21850000,23614000,1541000,0,0,17032170,3294200,0,88890000
294,0,0,0,0,0,0,0,0,0,16855070,0,11635000,486170000,203490000,54837700,271120000,102740000,71753000,8768400,236130000,0,87487600,0,779650000
295,0,0,0,0,0,0,0,0,0,25907600,0,12709000,697220000,255560000,61349300,368930000,112609000,84911100,25426600,347130000,0,112860450,0,1044330000
296,0,0,0,0,0,0,0,0,0,18097200,0,12041000,598200000,211070000,56589500,316892000,96395000,77019400,26908800,301560000,0,103291450,0,874557000
297,0,0,0,0,0,0,0,0,0,10415100,0,10600000,465220000,162270000,45941500,231299000,76963000,60474100,24573900,240620000,0,79638700,0,679314000
298,0,0,0,0,0,0,0,0,0,4331200,0,9025200,329930000,115350000,38017000,166865000,60988000,48190400,21408300,184350000,0,62290600,0,450929000
299,0,0,38010000,0,0,0,0,0,0,0,0,6832600,27880000,0,21148000,11096000,11888000,18509000,14918600,24920000,16908600,18415190,57620000,0
300,1810500,278790000,177930000,14140000,144658000,50725000,26661000,2416600,161750000,0,42663390,0,0,0,0,0,0,0,0,0,30424800,0,543330000,0
301,10531300,515980000,265470000,44946000,286191000,86741000,66954000,16226200,297690000,0,92349300,0,0,0,0,0,0,0,0,0,43209100,0,876248000,0
302,15886000,594410000,256550000,66104400,346073000,105752000,88920900,23883320,338830000,0,119220515,0,0,0,0,0,0,0,0,0,48680800,0,920892000,0
303,17473000,491850000,248780000,73077100,333880000,100107000,89195100,27457980,298640000,0,115044285,0,0,0,0,0,0,0,0,0,36948000,0,778750000,0
304,14239000,315950000,145000000,53658700,219090000,60907000,63442000,25996400,201060000,0,75203000,0,0,0,0,0,0,0,0,0,21912100,0,454630000,0
305,2451000,0,0,0,0,0,0,16423200,11560000,0,0,0,21280000,56980000,4498300,34180000,28049000,7149000,0,0,6317100,8149400,0,129780000
306,0,0,0,0,0,0,0,0,0,21886600,0,11181000,453690000,235360000,51165812,264370000,96848000,67787000,11768400,245870000,0,83656000,0,777820000
307,0,0,0,0,0,0,0,0,0,25380500,0,12241000,660310000,260920000,58401688,354190000,107735000,81405500,24488700,335500000,0,108749470,0,1013530000
308,0,0,0,0,0,0,0,0,0,19480100,0,11710000,594870000,210040000,54353400,307608000,94672000,74679200,25864717,298310000,0,100168730,0,878305000
309,0,0,0,0,0,0,0,0,0,13598600,0,10484000,505560000,179520000,46339000,242928000,81096000,61898900,24214383,257440000,0,81953600,0,752585000
310,0,0,0,0,0,0,0,0,0,9423100,0,9140000,381270000,135150000,39722000,183993000,66837000,51734400,21598400,208780000,0,67639200,0,538070000
311,0,0,9830000,0,0,0,0,0,0,0,0,7570900,109760000,0,26982000,46988000,26274000,28041000,16461500,68220000,9697360,31580900,0,64980000
312,0,188420000,140620000,0,87285000,27599000,7793000,0,107030000,0,20359000,3910000,0,0,2081000,0,0,0,3665900,0,30416450,0,413040000,0
313,6781600,499750000,238350000,31616000,246588000,76047000,51276000,12359300,271310000,0,74476000,0,0,0,0,0,0,0,0,0,43399490,0,846547000,0
314,14583300,612500000,301400000,58384000,347615000,102244000,84617900,21782400,358070000,0,115957100,0,0,0,0,0,0,0,0,0,54878600,0,1015286000,0
315,18864000,586540000,322220000,77174300,383919000,116489000,99738200,28254200,364610000,0,133070900,0,0,0,0,0,0,0,0,0,51548800,0,975377000,0
316,18760000,492460000,273720000,79478300,353810000,103746000,95341900,30545800,312380000,0,120903400,0,0,0,0,0,0,0,0,0,38944000,0,795640000,0
317,13835000,247110000,149730000,50497600,186510000,52189000,58817000,27799700,192330000,0,67377500,0,0,0,0,0,0,0,0,0,25521000,0,378540000,0
318,0,0,0,0,0,0,0,14462800,0,0,0,1521000,131110000,99840000,21641700,103310000,53107000,28130000,0,33830000,8735800,31676100,0,296460000
319,0,0,0,0,0,0,0,0,0,23997100,0,12637000,584700000,215800000,57119050,309120000,107446000,76522000,16889300,289170000,0,97878500,0,891060000
320,0,0,0,0,0,0,0,0,0,22449700,0,12354000,662290000,257490000,59970750,358660000,107631000,82996200,26016000,334720000,0,110734280,0,1004227000
321,0,0,0,0,0,0,0,0,0,15949000,0,11540000,552060000,183520000,52712700,285031000,88844000,71155000,26022149,277720000,0,95114420,0,793929000
322,0,0,0,0,0,0,0,0,0,9498900,0,10001000,436560000,156400000,42996000,214682000,72524000,56319000,23382751,228330000,0,73706600,0,638684000
323,0,0,0,0,0,0,0,0,0,0,0,8512000,254170000,77330000,34789000,128698000,50766000,42160800,19954000,147230000,376100,53866400,0,321770000
324,0,50470000,77810000,0,29615000,4994000,0,0,24270000,0,0,5464400,0,0,12911000,0,0,7050000,11324300,0,21843600,1766200,185440000,0
